year,msa code,msa name,closest MSA in hours,Total,working age,Percent,Top 20 grad,Ugrads to top,House,% Commute,Viol Crime,Patent/,Kauffman,Site ,total sq feet,underused,acres,,Top 50 grad,gov't at Univ
,,,,population,population,College grad,programs,20 /year,Price,<30 minutes,Per 1000,1000 work,,Selection,,square feet,land,,programs,R&D per cap
2016,15260,"Brunswick, GA",1.25 to savannah; 1.25 to jacksonville,115737,58756,0.23,0,0.0,227998,0.70,4.086852074,0.064302571,0,0,1739272,552347,1643,,0,0
2016,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",nothing,1132804,599076,0.32,2,25.3,171693,0.74,4.328727722,0.296772271,0,0,3155323,0,835,,11,638
2016,15500,"Burlington, NC",0.5 to greensboro; 45 to durham; 1 to winston salem,159688,81877,0.22,0,2.3,177454,0.67,3.619558096,0.14663811,0,0,0,0,0,,0,3
2016,15540,"Burlington-South Burlington, VT",nothing,217411,114154,0.43,0,14.5,302699,0.70,0.975111663,2.165245056,0,0,1372173,0,11464,,2,1112
2016,15680,"California-Lexington Park, MD",,112587,60292,0.26,0,6.5,319370,0.55,,0.082943588,0,0,,,,,0,7
2016,15940,"Canton-Massillon, OH","0.5 to akron, 1 to cleveland, 1 to youngstown; 1.25 to mansfield",401281,204513,0.23,0,3.5,160217,0.73,2.79367137,0.472320974,0,0,91472,0,0,,0,0
2016,15980,"Cape Coral-Fort Myers, FL",,722336,342658,0.28,0,0.5,288676,0.58,3.185498238,0.140098393,0,0,276884,1725,30,,0,16
2016,16020,"Cape Girardeau, MO-IL","1 to carbondale, il; 2 to st louis",94806,46730,0.27,0,2.4,174391,0.76,4.124211311,0.102589361,0,0,245688,0,0,,0,1
2016,16060,"Carbondale-Marion, IL","1 to cape giradeau, mo; 1.75 to st louis",126430,63337,0.30,0,7.4,146276,0.76,,0.143605471,0,0,,,,,1,2498
2016,16180,"Carson City, NV",,54742,27204,0.20,0,0.0,296575,0.78,2.922801495,0.738239169,0,0,5000,0,0,,0,0
2016,16220,"Casper, WY",nothing,81039,43035,0.24,0,0.0,277702,0.91,1.863300443,0.135300055,0,0,369049,0,111,,0,0
2016,16300,"Cedar Rapids, IA",0.75 to iowa city,267799,140050,0.33,0,8.0,201275,0.79,1.885742664,0.783928573,0,0,451155,0,4,,0,2
2016,16540,"Chambersburg-Waynesboro, PA",1 hr to harrisburg,153851,77381,0.22,0,0.1,208401,0.69,,0.05827257,0,0,,,,,0,0
2016,16580,"Champaign-Urbana, IL","<1 to bloomington, IN; <1 to decatur",239872,111806,0.42,23,121.4,174567,0.83,4.298125744,0.942316651,0,0,164775,0,1,,44,4589
2016,16620,"Charleston, WV","<1 to huntington, WV",219579,117115,0.23,0,0.5,155006,0.75,5.068006992,0.127787963,0,0,1065734,0,280,,0,40
2016,16700,"Charleston-North Charleston, SC",,761155,414576,0.35,0,7.6,312559,0.60,3.677258492,0.159038052,0,1,5299003,30460,9299,,0,733
2016,16740,"Charlotte-Concord-Gastonia, NC-SC",,2474314,1340349,0.34,0,22.1,251947,0.59,3.732384443,0.261365473,1,0,2542361,3000,330,,2,30
2016,16820,"Charlottesville, VA",,229467,116995,0.45,4,63.9,332483,0.65,1.616790175,0.429778785,0,0,278108,1587,5,,21,5993
2016,16860,"Chattanooga, TN-GA",1.75 to huntsville,551200,292076,0.26,0,4.1,190005,0.68,5.869012833,0.10460443,0,0,1009844,289019,2928,,0,1
2016,16940,"Cheyenne, WY",nothing,98136,52412,0.27,0,0.0,242076,0.92,1.569250822,0.117652357,0,0,4733096,2250,6433,,0,0
2016,16980,"Chicago-Naperville-Elgin, IL-IN-WI",,9512968,5123991,0.37,31,214.7,289070,0.48,3.672882557,0.439582676,1,1,31395470,459831,13557,,58,343
2016,17020,"Chico, CA",,226864,106700,0.26,0,5.6,281193,0.75,2.988574743,0.139636844,0,0,56949,0,233,,0,26
2016,17140,"Cincinnati, OH-KY-IN","1.5 to lexington, ky;",2161441,1134241,0.33,0,37.3,205151,0.65,2.585971117,0.523624539,1,1,5129487,85478,1138,,7,408
2016,17300,"Clarksville, TN-KY",<1 to nashville,282075,144112,0.23,0,1.6,171725,0.68,4.516529083,0.026373904,0,0,17004834,0,105428,,0,5
2016,17420,"Cleveland, TN",,123861,64468,0.21,0,0.9,164888,0.70,4.779551506,0.086221106,0,0,11954,0,0,,0,0
2016,17460,"Cleveland-Elyria, OH",,2055612,1076766,0.30,5,78.5,182174,0.64,3.320599079,0.463887006,1,0,5609452,163947,358,,18,474
2016,17660,"Coeur d'Alene, ID",0.75 to spokane,154311,78089,0.26,0,0.0,278747,0.70,2.650491476,0.246765643,0,0,215690,0,238,,0,0
2016,17780,"College Station-Bryan, TX",1.5 to waco; 1.75 to houston,254716,113895,0.35,13,61.9,216364,0.86,2.759936571,0.420909047,0,0,216417,2444,457,,30,7022
2016,17820,"Colorado Springs, CO",,712327,371558,0.38,0,21.1,287820,0.73,3.699424505,0.391856104,0,0,28510046,7014,395132,,0,203
2016,17860,"Columbia, MO",2 hours to kc; 0.5 to jeff city,176594,85292,0.44,3,26.3,203254,0.85,3.35232234,0.31986922,0,0,105264,11950,11,,13,1959
2016,17900,"Columbia, SC","1.25 to augusta, GA",816450,422911,0.33,0,13.4,181120,0.64,5.69583416,0.148925826,0,0,12717080,90182.07813,52185,,9,578
2016,17980,"Columbus, GA-AL",1.45 to warner robins,307816,158882,0.26,0,0.7,173270,0.76,4.560883999,0.052934702,0,0,67924544,0,179740,,0,5
2016,18020,"Columbus, IN",0.75 to indy; 1.75 to cincy; <1 to bloomington,81402,41929,0.33,0,0.0,221572,0.81,1.081054568,0.82825464,0,0,17939,0,0,,0,0
2016,18140,"Columbus, OH",,2041520,1108622,0.36,14,77.5,217984,0.67,2.829596043,0.348780632,1,1,5415669,0,1057,,39,798
2016,18580,"Corpus Christi, TX",,452790,226845,0.21,0,2.4,156010,0.79,5.853486061,0.069015756,0,0,9171659,0,5901,,0,76
2016,18700,"Corvallis, OR",,89385,40213,0.54,4,22.8,317705,0.83,1.241819143,2.450050592,0,0,376409,30880,507,,16,5398
2016,18880,"Crestview-Fort Walton Beach-Destin, FL",1 to pennsacola,267059,140573,0.30,0,0.0,272466,0.65,3.800658226,0.090437166,0,0,16122088,0,330222,,0,0
2016,19060,"Cumberland, MD-WV",,99541,49515,0.16,0,1.8,154385,0.70,2.646145821,0.069645643,0,0,2271397,0,1810,,0,11
2016,19100,"Dallas-Fort Worth-Arlington, TX",,7232599,3870460,0.34,2,27.6,253429,0.55,3.189586401,0.484574586,1,1,14635821,0,3341,,8,205
2016,19140,"Dalton, GA",,143904,71798,0.12,0,0.0,136480,0.71,2.119468451,0.060624681,0,0,8566,0,0,,0,0
2016,19180,"Danville, IL",,78111,38451,0.14,0,0.1,97381,0.79,6.0170784,0.091489017,0,0,529221,49803,259,,0,0
2016,19300,"Daphne-Fairhope-Foley, AL",<0.5 to mobile,208563,106366,0.30,0,0.0,240358,0.56,,0.075886182,0,0,,,,,0,0
2016,19340,"Davenport-Moline-Rock Island, IA-IL",1.25 to dubuqe; 1.5 to cedar rapids,383352,196641,0.26,0,6.6,166486,0.80,3.505347729,0.280071646,0,0,7926688,0,1220,,0,26
2016,19380,"Dayton, OH",0.5 to springfield; 1.25 to columbus; 1 to cincy,800683,409517,0.27,0,16.5,153185,0.75,2.738707304,0.377094537,0,1,18530646,202002,7774,,2,557
2016,19460,"Decatur, AL",,152256,79433,0.18,0,0.0,137905,0.63,1.706551552,0.112874351,0,1,49146,0,0,,0,0
2016,19500,"Decatur, IL",,106550,52765,0.22,0,1.4,125040,0.87,3.725950241,0.181350678,0,0,8966,0,0,,0,0
2016,19660,"Deltona-Daytona Beach-Ormond Beach, FL",1  to orlando,637674,313975,0.24,0,2.6,203578,0.61,3.8248384,0.161826655,0,0,55457,2705,1,,0,48
2016,19740,"Denver-Aurora-Lakewood, CO",,2853077,1606021,0.42,2,21.5,398716,0.57,3.203859568,0.444285154,1,0,15387157,54664.71094,11169,,7,43
2016,19780,"Des Moines-West Des Moines, IA",,634725,337922,0.37,0,7.0,211457,0.79,3.09582901,0.561880827,0,1,2793410,3780,2480,,0,5
2016,19820,"Detroit-Warren-Dearborn, MI",,4297617,2297435,0.30,0,13.0,197168,0.59,5.329926491,0.831779838,1,0,10226916,0,3652,,3,145
2016,20020,"Dothan, AL",,147834,75854,0.18,0,0.1,158346,0.71,3.267856121,0.045887634,0,0,41039,0,0,,0,0
2016,20100,"Dover, DE",1.5 to philly,174827,87783,0.23,0,1.5,220572,0.64,4.148863316,0.082351856,0,0,3886949,0,3232,,0,197
2016,20220,"Dubuque, IA",1.25 to davenport; 1.25 to cedar rapids,97003,48511,0.29,0,4.1,192339,0.90,1.762832046,0.409580976,0,0,5678,0,0,,0,0
2016,20260,"Duluth, MN-WI",nothing,279227,141882,0.25,0,9.5,178028,0.77,2.238322258,0.123732172,0,0,893731,3305,1079,,0,40
2016,20500,"Durham-Chapel Hill, NC",,559535,298782,0.47,30,128.0,266222,0.67,4.13700676,1.30733943,0,0,2330131,5586,401,,62,3844
2016,20700,"East Stroudsburg, PA",1 hr to wilkes-barre; <1 hr to allentown,166098,86399,0.26,0,2.4,178574,0.50,,0.116078444,0,0,,,,,0,1
2016,20740,"Eau Claire, WI",nothing,166614,82218,0.26,0,7.5,192010,0.80,1.308413506,0.343392551,0,0,70120,0,0,,0,18
2016,20940,"El Centro, CA",,180883,86288,0.14,0,0.0,188235,0.79,3.223078012,0.019527324,0,0,1520562,6542,14200,,0,0
2016,21060,"Elizabethtown-Fort Knox, KY",0.75 to louisville,150447,79163,0.22,0,0.0,178989,0.69,1.415781021,0.056045163,0,0,14962,0,56,,0,0
2016,21140,"Elkhart-Goshen, IN",,203781,101488,0.19,0,2.1,149539,0.79,3.533204794,0.307709485,0,0,1766,0,0,,0,0
2016,21300,"Elmira, NY",1 to binghamton,86322,44573,0.27,0,0.9,137898,0.79,1.911447883,1.124622941,0,0,22524,0,5,,0,0
2016,21340,"El Paso, TX",,842114,412482,0.22,0,5.6,142978,0.70,3.632524729,0.051212586,0,0,26585094,0,358682,,0,199
2016,21420,"Enid, OK",1.5 to ok city,62603,31071,0.22,0,0.0,134969,0.87,,0.037492905,0,0,,,,,0,0
2016,21500,"Erie, PA",1.5 to buffalo or cleveland,276207,142947,0.28,0,8.6,163503,0.80,2.309861898,0.330098778,0,0,469645,0,20,,0,9
2016,21660,"Eugene, OR",,369519,185066,0.29,0,22.3,261652,0.80,2.247885466,0.276688963,0,0,699244,13105,532,,7,529
2016,21780,"Evansville, IN-KY",0.75 to owensboro,315948,164439,0.25,0,4.5,161322,0.75,3.016319036,0.281217277,0,0,86800,1429,0,,0,1
2016,22020,"Fargo, ND-MN",1.25 to grand forks,238124,120606,0.39,0,13.5,230780,0.88,2.423107386,0.440714866,0,0,1283522,4246,418,,1,1026
2016,22140,"Farmington, NM",de,115079,58367,0.17,0,0.0,171184,0.66,5.822087288,0.098848812,0,0,1088968,86638,158280,,0,0
2016,22180,"Fayetteville, NC",,380389,195699,0.24,0,1.1,160696,0.72,4.606081963,0.057493314,0,0,35906840,1326,177892,,0,15
2016,22220,"Fayetteville-Springdale-Rogers, AR-MO",nothing,527153,265130,0.31,0,11.2,205268,0.76,2.587484121,0.157551602,0,0,847538,0,104,,0,491
2016,22380,"Flagstaff, AZ",nothing,140908,65219,0.35,0,9.5,289066,0.83,3.392284393,0.471931815,0,0,6304717,69530,36460,,0,421
2016,22420,"Flint, MI",,408615,211429,0.20,0,4.1,144033,0.66,6.608354568,0.349057704,0,0,233181,0,21,,0,32
2016,22500,"Florence, SC",,205976,105381,0.21,0,0.4,134172,0.71,5.275379181,0.211265251,0,0,206707,2880,77,,0,3
2016,22520,"Florence-Muscle Shoals, AL",,146534,74081,0.21,0,0.8,156166,0.65,3.426198244,0.079895705,0,1,365940,237245,17,,0,0
2016,22540,"Fond du Lac, WI",,102144,53323,0.24,0,2.4,203276,0.75,1.997180462,0.34897241,0,0,6439,0,0,,0,0
2016,22660,"Fort Collins, CO",,339993,171892,0.47,3,32.8,363307,0.74,1.794742823,1.358427525,0,0,1623390,2666,111,,9,1955
2016,22900,"Fort Smith, AR-OK",,281227,144688,0.15,0,0.2,151454,0.74,4.288350582,0.066489458,0,0,2483954,0,65402,,0,0
2016,23060,"Fort Wayne, IN",1.75 to south bend,431802,220100,0.27,0,2.5,144706,0.77,2.213977814,0.376808256,0,0,1918084,1067127,216,,0,0
2016,23420,"Fresno, CA",,979915,482887,0.20,0,6.8,279980,0.75,4.640198231,0.090096556,0,0,2617250,7378,1291,,0,24
2016,23460,"Gadsden, AL",,102564,52419,0.16,0,0.0,131728,0.69,5.056932449,0.05019689,0,0,62509,0,12,,0,0
2016,23540,"Gainesville, FL",1.5 to jacksonville,281796,134473,0.38,7,88.6,201293,0.73,5.347840309,0.571493208,0,0,1615055,8964,175,,30,5221
2016,23580,"Gainesville, GA",,196637,99258,0.22,0,0.1,227527,0.66,1.697544217,0.205085799,0,1,88732,0,0,,0,0
2016,23900,"Gettysburg, PA",,102180,51478,0.22,0,6.0,228095,0.60,,0.148854822,0,0,,,,,0,11
2016,24020,"Glens Falls, NY",,126367,67542,0.25,0,0.0,239409,0.66,1.171191812,0.181694642,0,0,10397,0,2,,0,0
2016,24140,"Goldsboro, NC",,124150,63841,0.18,0,0.5,155880,0.77,3.664921522,0.04408348,0,0,3198549,3425,49881,,0,0
2016,24220,"Grand Forks, ND-MN",1.25 to Fargo,102743,48927,0.30,1,4.2,193200,0.86,2.114012718,0.284467727,0,0,3355833,0,5464,,2,1406
2016,24260,"Grand Island, NE",,85584,42079,0.20,0,0.0,150467,0.82,,0.067266524,0,0,,,,,0,0
2016,24300,"Grand Junction, CO",,150083,73722,0.25,0,0.8,254406,0.85,3.45376873,0.168706849,0,0,625881,3676,7229,,0,11
2016,24340,"Grand Rapids-Wyoming, MI","0.75 to kalamazoo, 1 to lansing, 1.25 to battle creek",1047099,540324,0.32,0,29.4,197114,0.76,3.077009201,0.456723928,0,0,695450,0,10,,0,24
2016,24420,"Grants Pass, OR",,85904,41593,0.20,0,0.0,279007,0.81,,0.175067261,0,0,,,,,0,0
2016,24500,"Great Falls, MT",,81755,40577,0.23,0,0.4,187959,0.90,2.519723654,0.020430166,0,0,3848962,0,3042,,0,0
2016,24540,"Greeley, CO",,294932,153712,0.27,0,3.0,295358,0.58,2.681184769,0.53538239,0,0,97637,1200,15990,,0,17
2016,24580,"Green Bay, WI",see above,318236,168709,0.27,0,5.7,188417,0.78,1.989089847,0.137352049,0,0,81046,0,7,,0,7
2016,24660,"Greensboro-High Point, NC",0.5 to winston salem; <1 to durham,756139,394669,0.28,0,14.3,179018,0.73,3.16525507,0.2629278,0,1,501177,23926,0,,2,138
2016,24780,"Greenville, NC",nothing,177220,85601,0.32,0,4.2,158175,0.78,4.062747002,0.148516834,0,0,83985,0,0,,0,305
2016,24860,"Greenville-Anderson-Mauldin, SC",0.75 to spartanburg,884975,455763,0.29,2,30.5,198065,0.69,5.235422611,0.70077306,0,1,205651,0,2,,7,431
2016,25060,"Gulfport-Biloxi-Pascagoula, MS",1 hour to mobile,391266,203053,0.22,0,0.0,172309,0.70,1.94752419,0.066486157,0,0,16233467,402210,26907,,0,0
2016,25180,"Hagerstown-Martinsburg, MD-WV",,263817,143162,0.20,0,0.0,212180,0.60,2.469687223,0.070797808,0,0,2162373,10096,516,,0,1
2016,25220,"Hammond, LA",0.75 to baton rouge,130710,65833,0.20,0,1.2,189827,0.54,,0.064603657,0,0,,,,,0,35
2016,25260,"Hanford-Corcoran, CA",,149785,77706,0.12,0,0.0,219179,0.72,4.646660328,0.033545148,0,0,3860991,0,18833,,0,0
2016,25420,"Harrisburg-Carlisle, PA",,568033,301411,0.33,0,14.5,210512,0.72,2.353736401,0.402664304,0,0,22150858,0,2754,,0,7
2016,25500,"Harrisonburg, VA",nothing,132822,60205,0.29,0,16.8,237946,0.79,1.377783775,0.070984468,0,0,197498,0,0,,0,113
2016,25540,"Hartford-West Hartford-East Hartford, CT",,1206836,634410,0.38,3,61.5,280769,0.67,2.151079416,0.66865474,0,0,1649861,30579,307,,17,408
2016,25620,"Hattiesburg, MS",1.75 to mobile,148803,75006,0.29,0,4.1,165419,0.73,0.806435347,0.073646516,0,0,263493,0,8518,,4,711
2016,25860,"Hickory-Lenoir-Morganton, NC",1 hour to charlotte,364187,190958,0.17,0,1.3,162081,0.72,1.924835324,0.286621869,0,0,14006,0,0,,0,0
2016,25940,"Hilton Head Island-Bluffton-Beaufort, SC",,211614,97570,0.38,0,0.0,411028,0.65,,0.103020415,0,0,,,,,0,0
2016,25980,"Hinesville, GA",,82687,40443,0.16,0,0.0,178041,0.73,3.465049505,0.022005294,0,0,14999880,0,284528,,0,0
2016,26140,"Homosassa Springs, FL",,143621,64796,0.20,0,0.0,167638,0.62,,0.073168188,0,0,,,,,0,0
2016,26300,"Hot Springs, AR",,97477,47939,0.18,0,0.0,167930,0.77,3.980426073,0.095744416,0,0,168469,23022,2,,0,0
2016,26380,"Houma-Thibodaux, LA",,211525,110655,0.16,0,0.8,170695,0.70,2.411062479,0.156601712,0,0,109795,2445,411,,0,23
2016,26420,"Houston-The Woodlands-Sugar Land, TX",,6772470,3619622,0.32,8,60.5,253481,0.51,5.409252644,0.545435429,1,1,8119380,91628,1916,,24,393
2016,26580,"Huntington-Ashland, WV-KY-OH",,359588,183745,0.20,0,2.7,177125,0.69,2.211584806,0.078453436,0,0,1626933,8498,397,,0,167
2016,26620,"Huntsville, AL",0.5 to decatur,449720,242860,0.37,0,6.5,217050,0.71,4.675434589,0.622597158,0,0,15883976,22233,31252,,1,373
2016,26820,"Idaho Falls, ID",<1 to pocatello,143776,67997,0.31,0,0.0,192225,0.80,1.488426447,0.509046257,0,0,227544,1600,1709,,0,0
2016,26900,"Indianapolis-Carmel-Anderson, IN",,2001737,1065974,0.34,0,18.9,196579,0.65,6.110293388,0.419177145,1,1,7477605,0,34424,,4,1
2016,26980,"Iowa City, IA",,168828,82079,0.49,3,33.4,231283,0.80,2.517354965,0.54621911,0,0,727317,0,15,,23,4632
2016,27060,"Ithaca, NY",,104871,47187,0.52,22,177.5,221567,0.85,1.220547199,1.643669009,0,0,69736,0,2,,44,14657
2016,27100,"Jackson, MI",0.75 to ann arbor; 0.75 to lansing,158460,83342,0.22,0,0.5,171789,0.70,4.148681164,0.221972302,0,0,3914,0,0,,0,3
2016,27140,"Jackson, MS", ,580178,302955,0.30,0,5.9,183024,0.66,3.446473598,0.05920174,0,0,2757469,3711,1425,,0,189
2016,27180,"Jackson, TN",nothing,129527,64601,0.19,0,1.1,147153,0.79,7.681796074,0.080117404,0,0,178393,3800,0,,0,0
2016,27260,"Jacksonville, FL",,1478212,795465,0.31,0,3.3,244408,0.59,5.064226151,0.152755275,1,0,15809722,0,13749,,0,11
2016,27340,"Jacksonville, NC",nothing,187136,83421,0.19,0,0.0,176046,0.76,1.063397765,0.018257298,0,0,28115640,1647,126771,,0,0
2016,27500,"Janesville-Beloit, WI",0.75 to madison; 1.25 to milwaukee,161620,83760,0.22,0,6.1,165506,0.71,2.307882786,0.424464762,0,0,3806,0,0,,0,6
2016,27620,"Jefferson City, MO",0.5 to columbia,148915,78292,0.27,0,1.1,171311,0.74,2.410771132,0.01396964,0,0,860059,2034,52,,0,116
2016,27740,"Johnson City, TN",1.5 to knoxville,200449,102176,0.26,0,3.2,175632,0.72,2.903481722,0.144412458,0,0,897046,0,188,,0,107
